tripduration,starttime,stoptime,start_station_name,end_station_name,usertype,birth_year,gender
1069,2017-09-13T08:31:21,2017-09-13T08:49:10,E 6 St & Avenue B,E 53 St & 3 Ave,Subscriber,1992,male
1058,2017-10-30T07:34:30,2017-10-30T07:52:08,E 6 St & Avenue B,E 53 St & 3 Ave,Subscriber,1994,male
2380,2018-01-02T05:00:08.884000,2018-01-02T05:39:49.379000,Pioneer St & Van Brunt St,E 53 St & 3 Ave,Subscriber,1967,female
1120,2017-04-11T07:21:43,2017-04-11T07:40:24,E 14 St & Avenue B,E 53 St & 3 Ave,Subscriber,1986,male
924,2017-09-28T07:03:03,2017-09-28T07:18:28,East End Ave & E 86 St,E 53 St & 3 Ave,Subscriber,1963,male
1114,2017-10-14T17:40:07,2017-10-14T17:58:42,East End Ave & E 86 St,E 53 St & 3 Ave,Subscriber,1992,male
797,2018-03-04T11:54:20.724000,2018-03-04T12:07:37.845000,1 Ave & E 78 St,E 53 St & 3 Ave,Subscriber,1962,female
1022,2017-11-18T12:38:15,2017-11-18T12:55:18,1 Ave & E 78 St,E 53 St & 3 Ave,Subscriber,1989,male
643,2018-05-10T07:08:47.547000,2018-05-10T07:19:30.557000,1 Ave & E 78 St,E 53 St & 3 Ave,Subscriber,1995,female
755,2017-10-12T08:23:04,2017-10-12T08:35:40,1 Ave & E 78 St,E 53 St & 3 Ave,Subscriber,1995,female
572,2017-12-22T16:55:10,2017-12-22T17:04:43,E 20 St & Park Ave,E 53 St & 3 Ave,Subscriber,1967,female
866,2017-06-16T09:15:31,2017-06-16T09:29:57,E 20 St & Park Ave,E 53 St & 3 Ave,Subscriber,1989,male
1048,2018-04-18T17:17:00.459000,2018-04-18T17:34:29.336000,W 21 St & 6 Ave,E 53 St & 3 Ave,Subscriber,1975,male
598,2017-10-14T06:48:57,2017-10-14T06:58:55,W 33 St & 7 Ave,E 53 St & 3 Ave,Subscriber,1970,male
765,2017-06-23T21:42:30,2017-06-23T21:55:15,W 33 St & 7 Ave,E 53 St & 3 Ave,Subscriber,1966,male
1511,2017-07-27T19:12:49,2017-07-27T19:38:00,W 33 St & 7 Ave,E 53 St & 3 Ave,Subscriber,1985,male
96,2018-01-17T11:01:15.792000,2018-01-17T11:02:51.957000,NYCBS Depot - GOW,NYCBS Depot - GOW,Subscriber,1950,male
194,2017-08-02T08:56:25,2017-08-02T08:59:40,NYCBS Depot - GOW,NYCBS Depot - GOW,Subscriber,1988,male
778745,2017-05-03T14:06:21,2017-05-12T14:25:26,6 St & 7 Ave,NYCBS Depot - GOW,Customer,1987,female
744468,2017-11-16T18:13:34,2017-11-25T09:01:23,South End Ave & Liberty St,NYCBS Depot - GOW,Subscriber,1971,male
897972,2017-07-06T21:04:12,2017-07-17T06:30:25,Cleveland Pl & Spring St,NYCBS Depot - GOW,Customer,1992,male
264,2017-06-30T06:42:28,2017-06-30T06:46:53,Smith St & 9 St,NYCBS Depot - GOW,Subscriber,1978,male
222,2018-05-13T22:53:56.475000,2018-05-13T22:57:38.606000,Smith St & 9 St,NYCBS Depot - GOW,Subscriber,1993,female
699,2017-09-11T07:22:30,2017-09-11T07:34:09,Bond St & Fulton St,NYCBS Depot - GOW,Subscriber,1990,male
82663,2017-07-06T15:08:12,2017-07-07T14:05:56,Fulton St & Utica Ave,NYCBS Depot - GOW,Customer,1987,male
186,2017-08-29T20:13:32,2017-08-29T20:16:39,4 Ave & 9 St,NYCBS Depot - GOW,Subscriber,1997,male
250,2017-08-22T14:30:58,2017-08-22T14:35:08,4 Ave & 9 St,NYCBS Depot - GOW,Subscriber,1984,male
226,2017-12-25T06:43:17,2017-12-25T06:47:04,4 Ave & 9 St,NYCBS Depot - GOW,Subscriber,1984,male
442,2017-10-03T06:37:27,2017-10-03T06:44:50,4 Ave & 9 St,NYCBS Depot - GOW,Subscriber,1987,male
240,2018-05-11T07:13:28.530000,2018-05-11T07:17:29.432000,4 Ave & 9 St,NYCBS Depot - GOW,Subscriber,1989,male
318228,2017-12-03T20:50:47,2017-12-07T13:14:36,W 67 St & Broadway,NYCBS Depot - GOW,Subscriber,1984,male
719712,2017-10-02T14:47:11,2017-10-10T22:42:24,S 5 Pl & S 4 St,NYCBS Depot - GOW,Subscriber,1976,female
627,2017-12-01T11:14:50,2017-12-01T11:25:18,3 Ave & 14 St,NYCBS Depot - GOW,Subscriber,1972,male
468759,2017-08-25T11:34:33,2017-08-30T21:47:12,West St & Chambers St,NYCBS Depot - GOW,Subscriber,1972,male
675,2017-09-12T20:11:01,2017-09-12T20:22:17,Hanson Pl & Ashland Pl,NYCBS Depot - GOW,Subscriber,1997,male
2495,2017-09-09T14:07:03,2017-09-09T14:48:39,S 3 St & Bedford Ave,NYCBS Depot - GOW,Subscriber,1982,male
520478,2017-06-29T17:00:57,2017-07-05T17:35:36,Albany Ave & Fulton St,NYCBS Depot - GOW,Customer,1987,male
762,2017-12-21T16:38:33,2017-12-21T16:51:16,2 Ave & 36 St - Citi Bike HQ at Industry City,NYCBS Depot - GOW,Subscriber,1979,male
460,2017-09-02T14:46:48,2017-09-02T14:54:28,2 Ave & 36 St - Citi Bike HQ at Industry City,NYCBS Depot - GOW,Subscriber,1986,female
883,2017-12-04T16:00:58,2017-12-04T16:15:42,2 Ave & 36 St - Citi Bike HQ at Industry City,NYCBS Depot - GOW,Subscriber,1978,male
131,2017-10-18T03:27:47,2017-10-18T03:29:59,12 St & 4 Ave,NYCBS Depot - GOW,Subscriber,1989,male
453,2018-05-18T14:37:47.505000,2018-05-18T14:45:20.582000,12 St & 4 Ave,NYCBS Depot - GOW,Subscriber,1986,male
163,2017-09-20T06:57:25,2017-09-20T07:00:09,12 St & 4 Ave,NYCBS Depot - GOW,Subscriber,1989,male
891,2016-09-21T12:15:20,2016-09-21T12:30:12,Liberty St & Broadway,Elizabeth St & Hester St,Subscriber,1977,female
740,2016-07-19T18:18:40,2016-07-19T18:31:00,Barrow St & Hudson St,Elizabeth St & Hester St,Subscriber,1968,male
826,2016-07-18T15:30:04,2016-07-18T15:43:50,Greenwich St & W Houston St,Elizabeth St & Hester St,Subscriber,1996,male
454,2016-09-29T08:10:13,2016-09-29T08:17:48,Greenwich St & W Houston St,Elizabeth St & Hester St,Subscriber,1984,male
574,2016-09-18T09:10:52,2016-09-18T09:20:26,Henry St & Grand St,Elizabeth St & Hester St,Subscriber,1953,female
700,2016-07-06T12:32:43,2016-07-06T12:44:23,Henry St & Grand St,Elizabeth St & Hester St,Subscriber,1990,female
594,2016-08-20T20:29:55,2016-08-20T20:39:49,Watts St & Greenwich St,Elizabeth St & Hester St,Subscriber,1981,male
1587,2016-09-07T22:06:15,2016-09-07T22:32:42,Elizabeth St & Hester St,Elizabeth St & Hester St,Subscriber,1950,male
516,2016-07-29T10:35:54,2016-07-29T10:44:30,Elizabeth St & Hester St,Elizabeth St & Hester St,Subscriber,1984,male
2295,2016-08-10T11:26:50,2016-08-10T12:05:05,W 37 St & 10 Ave,Elizabeth St & Hester St,Subscriber,1984,male
183,2016-08-24T10:51:13,2016-08-24T10:54:16,Mott St & Prince St,Elizabeth St & Hester St,Subscriber,1953,male
208,2016-09-09T20:23:32,2016-09-09T20:27:01,Mott St & Prince St,Elizabeth St & Hester St,Subscriber,1989,male
401,2016-08-08T08:50:33,2016-08-08T08:57:14,Mott St & Prince St,Elizabeth St & Hester St,Subscriber,1990,male
1026,2016-07-01T13:03:12,2016-07-01T13:20:19,W 18 St & 6 Ave,Elizabeth St & Hester St,Subscriber,1983,female
940,2016-09-10T23:08:28,2016-09-10T23:24:09,W 18 St & 6 Ave,Elizabeth St & Hester St,Subscriber,1983,male
379,2016-09-08T17:36:29,2016-09-08T17:42:48,Franklin St & W Broadway,Elizabeth St & Hester St,Subscriber,1988,female
976,2016-09-27T07:24:39,2016-09-27T07:40:55,Washington St & Gansevoort St,Elizabeth St & Hester St,Subscriber,1988,female
430,2016-09-05T11:57:57,2016-09-05T12:05:07,E 2 St & 2 Ave,Elizabeth St & Hester St,Subscriber,1996,male
817,2016-09-25T11:28:19,2016-09-25T11:41:56,E 2 St & 2 Ave,Elizabeth St & Hester St,Subscriber,1982,female
308,2016-07-17T18:17:46,2016-07-17T18:22:55,E 2 St & 2 Ave,Elizabeth St & Hester St,Subscriber,1981,male
346,2016-09-16T18:53:42,2016-09-16T18:59:28,E 2 St & 2 Ave,Elizabeth St & Hester St,Subscriber,1989,male
414,2016-09-17T11:08:59,2016-09-17T11:15:54,E 2 St & 2 Ave,Elizabeth St & Hester St,Subscriber,1990,male
1136,2016-09-21T09:39:31,2016-09-21T09:58:28,S 4 St & Wythe Ave,Elizabeth St & Hester St,Subscriber,1981,female
383,2016-07-12T09:07:42,2016-07-12T09:14:06,Pike St & E Broadway,Elizabeth St & Hester St,Subscriber,1989,male
2139,2016-09-28T15:08:28,2016-09-28T15:44:07,12 Ave & W 40 St,Elizabeth St & Hester St,Subscriber,1988,female
697,2016-09-10T11:43:21,2016-09-10T11:54:59,St Marks Pl & 2 Ave,Elizabeth St & Hester St,Subscriber,1965,male
588,2016-09-15T14:10:13,2016-09-15T14:20:02,St Marks Pl & 2 Ave,Elizabeth St & Hester St,Subscriber,1992,female
479,2016-07-14T18:29:07,2016-07-14T18:37:07,Maiden Ln & Pearl St,Elizabeth St & Hester St,Subscriber,1980,male
457,2016-08-01T08:45:56,2016-08-01T08:53:34,Maiden Ln & Pearl St,Elizabeth St & Hester St,Subscriber,1988,male
854,2016-08-27T08:35:29,2016-08-27T08:49:44,Maiden Ln & Pearl St,Elizabeth St & Hester St,Subscriber,1988,male
